site,plot,treatment,cum_LitterCMin,soilGWC,soilpH,sir,percent.N,percent.C,C_N,bulkdensity,soilWHC,sir_mlC,microbialBiomassC_perg,microbialBiomassC
SCBI,27,60,82.705076666184,33.432625672736165,5,5.37746402847635,0.51,8.19,16,0.484256747778848,50.7278648944732,0.010058855272121865,0.7727565650957595,0.19318914127393988
SCBI,27,100,43.9660937174897,33.432625672736165,5,5.37746402847635,0.51,8.19,16,0.484256747778848,50.7278648944732,0.010058855272121865,0.7727565650957595,0.19318914127393988
SCBI,28,35,105.287944113344,40.99941068992447,6.64,6.515578116091486,0.7949999999999999,11.620000000000001,14.649999999999999,0.725538584504387,55.86063876991735,0.012187763030474159,0.8579980317401853,0.21449950793504632
SCBI,28,60,89.8381429233476,40.99941068992447,6.64,6.515578116091486,0.7949999999999999,11.620000000000001,14.649999999999999,0.725538584504387,55.86063876991735,0.012187763030474159,0.8579980317401853,0.21449950793504632
SCBI,28,100,53.5179386321881,40.99941068992447,6.64,6.515578116091486,0.7949999999999999,11.620000000000001,14.649999999999999,0.725538584504387,55.86063876991735,0.012187763030474159,0.8579980317401853,0.21449950793504632
SCBI,29,35,58.313584616105,37.4503861269594,5.526666666666666,5.709808166917473,0.7050000000000001,8.969999999999999,12.75,0.612138459011761,55.549630742664,0.01068052406830803,0.7976481836950535,0.19941204592376338
SCBI,29,60,56.1505141511623,37.4503861269594,5.526666666666666,5.709808166917473,0.7050000000000001,8.969999999999999,12.75,0.612138459011761,55.549630742664,0.01068052406830803,0.7976481836950535,0.19941204592376338
SCBI,29,100,39.3767913523572,37.4503861269594,5.526666666666666,5.709808166917473,0.7050000000000001,8.969999999999999,12.75,0.612138459011761,55.549630742664,0.01068052406830803,0.7976481836950535,0.19941204592376338
SCBI,3,35,91.6411321484221,29.156153923965,6.343333333333334,3.5223662441648065,0.305,4.359999999999999,14.350000000000001,0.834587092478028,43.140237362667946,0.00658878833551217,0.6338150849539073,0.15845377123847681
SCBI,3,60,143.251406285055,29.156153923965,6.343333333333334,3.5223662441648065,0.305,4.359999999999999,14.350000000000001,0.834587092478028,43.140237362667946,0.00658878833551217,0.6338150849539073,0.15845377123847681
SCBI,3,100,55.1074390250584,29.156153923965,6.343333333333334,3.5223662441648065,0.305,4.359999999999999,14.350000000000001,0.834587092478028,43.140237362667946,0.00658878833551217,0.6338150849539073,0.15845377123847681
SCBI,30,35,85.7501842556782,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,86.0166534701277,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,141.10027397204,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,143.118496365323,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,130.726896857071,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,114.670010651311,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,132.259600609903,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,35,129.491648261019,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,73.3324609761197,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,73.3535415292318,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,114.381349518383,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,72.0949272160995,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,85.5827942585472,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,77.7125956667581,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,76.0111381989952,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,60,90.4856705212864,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,44.9024484322834,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,47.8185959172777,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,60.6024260868148,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,61.6663498027767,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,59.2908605558688,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,47.0147845839869,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,54.6197425448231,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,30,100,52.9008660765819,50.119851891760234,6.54,8.564823973507893,0.96,13.95,14.5,0.410878951479935,63.82748642389325,0.016020995086995685,1.0114806432833072,0.2528701608208268
SCBI,31,35,121.862275524387,35.09518122525393,7.006666666666667,4.363526689517257,0.49,6.26,12.8,0.807410734141628,50.54169462681765,0.008162227253118699,0.6968155792148727,0.17420389480371817
SCBI,31,60,70.9233614486225,35.09518122525393,7.006666666666667,4.363526689517257,0.49,6.26,12.8,0.807410734141628,50.54169462681765,0.008162227253118699,0.6968155792148727,0.17420389480371817
SCBI,31,100,45.0397729669755,35.09518122525393,7.006666666666667,4.363526689517257,0.49,6.26,12.8,0.807410734141628,50.54169462681765,0.008162227253118699,0.6968155792148727,0.17420389480371817
SCBI,32,35,136.99810500029201,59.4576365301628,5.69,27.35970519931683,2.2,NA,NA,NA,76.57556345438505,0.05117789973684405,2.4191631054632357,0.6047907763658089
SCBI,32,60,80.1700086427591,59.4576365301628,5.69,27.35970519931683,2.2,NA,NA,NA,76.57556345438505,0.05117789973684405,2.4191631054632357,0.6047907763658089
SCBI,32,100,60.5416938151545,59.4576365301628,5.69,27.35970519931683,2.2,NA,NA,NA,76.57556345438505,0.05117789973684405,2.4191631054632357,0.6047907763658089
SCBI,35,35,88.5646031485016,43.69962911765993,6.8933333333333335,8.501104278196479,0.71,12.92,18.1,0.392959806957145,58.684331083530495,0.015901803737741263,1.00670822165916,0.25167705541479
SCBI,35,60,64.2626960888663,43.69962911765993,6.8933333333333335,8.501104278196479,0.71,12.92,18.1,0.392959806957145,58.684331083530495,0.015901803737741263,1.00670822165916,0.25167705541479
SCBI,35,100,63.1183193616352,43.69962911765993,6.8933333333333335,8.501104278196479,0.71,12.92,18.1,0.392959806957145,58.684331083530495,0.015901803737741263,1.00670822165916,0.25167705541479
SCBI,37,35,121.315466561271,31.973169241150234,6.273333333333333,6.179017283763996,0.41000000000000003,6,14.65,0.635249683864047,47.10719410769765,0.011558206666225207,0.8327905949156573,0.20819764872891433
SCBI,37,60,57.5520196082055,31.973169241150234,6.273333333333333,6.179017283763996,0.41000000000000003,6,14.65,0.635249683864047,47.10719410769765,0.011558206666225207,0.8327905949156573,0.20819764872891433
SCBI,37,100,54.1676702457912,31.973169241150234,6.273333333333333,6.179017283763996,0.41000000000000003,6,14.65,0.635249683864047,47.10719410769765,0.011558206666225207,0.8327905949156573,0.20819764872891433
SCBI,38,35,54.1782180523642,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,130.760661610683,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,71.9475992698985,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,63.7895624430185,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,116.583900952055,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,61.0673965658294,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,142.765259913148,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,35,69.955502031428,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,60.501126452541,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,61.3008161621456,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,52.0522193286969,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,64.6232887503486,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,68.7280501627247,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,60.939054054538,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,63.5764561534565,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,60,73.6327896585668,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,43.2205859362848,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,50.7603879241228,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,48.4317201791769,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,43.7001197772504,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,46.9067318609202,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,56.1954749114254,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,60.0699415200544,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,38,100,51.2742028716983,30.0204125089592,7.006666666666667,4.3058513703523635,0.38,4.95,12.95,0.819032206524719,45.537540922792,0.008054342256551371,0.6924958639523169,0.17312396598807922
SCBI,40,35,129.604144352671,32.93566033889403,6.756666666666667,3.9147260266620667,0.36,4.785,13.35,0.680372336573292,43.471591469005645,0.007322719840370494,0.6632017024084346,0.16580042560210864
SCBI,40,60,59.0580803471946,32.93566033889403,6.756666666666667,3.9147260266620667,0.36,4.785,13.35,0.680372336573292,43.471591469005645,0.007322719840370494,0.6632017024084346,0.16580042560210864
SCBI,40,100,47.0615740402851,32.93566033889403,6.756666666666667,3.9147260266620667,0.36,4.785,13.35,0.680372336573292,43.471591469005645,0.007322719840370494,0.6632017024084346,0.16580042560210864
SCBI,41,35,122.772759901691,34.6706463468694,6.996666666666666,5.387548670993423,0.51,7.505,14.7,0.708521977635038,49.3088596555085,0.010077719175071873,0.7735118757698778,0.19337796894246945
SCBI,41,60,67.1984122634893,34.6706463468694,6.996666666666666,5.387548670993423,0.51,7.505,14.7,0.708521977635038,49.3088596555085,0.010077719175071873,0.7735118757698778,0.19337796894246945
SCBI,41,100,52.0000491867367,34.6706463468694,6.996666666666666,5.387548670993423,0.51,7.505,14.7,0.708521977635038,49.3088596555085,0.010077719175071873,0.7735118757698778,0.19337796894246945
SCBI,42,35,65.0045221514254,35.338699417021566,6.046666666666667,4.520505585211123,0.475,8.184999999999999,17.200000000000003,0.905803900800516,48.10137112678565,0.008455865292201875,0.7085728462997631,0.17714321157494078
SCBI,42,60,102.317314675279,35.338699417021566,6.046666666666667,4.520505585211123,0.475,8.184999999999999,17.200000000000003,0.905803900800516,48.10137112678565,0.008455865292201875,0.7085728462997631,0.17714321157494078
SCBI,42,100,73.7515306484111,35.338699417021566,6.046666666666667,4.520505585211123,0.475,8.184999999999999,17.200000000000003,0.905803900800516,48.10137112678565,0.008455865292201875,0.7085728462997631,0.17714321157494078
SCBI,43,35,136.10766746406,35.496297768437664,7.003333333333333,4.288642765267107,0.425,6.17,14.5,0.674677793704266,49.362367155697555,0.008022152572516098,0.6912069890035446,0.17280174725088615
SCBI,43,60,92.6217197385683,35.496297768437664,7.003333333333333,4.288642765267107,0.425,6.17,14.5,0.674677793704266,49.362367155697555,0.008022152572516098,0.6912069890035446,0.17280174725088615
SCBI,43,100,54.6947404993131,35.496297768437664,7.003333333333333,4.288642765267107,0.425,6.17,14.5,0.674677793704266,49.362367155697555,0.008022152572516098,0.6912069890035446,0.17280174725088615
SCBI,44,35,124.207226997263,37.83483605350597,7.003333333333334,6.701199175864684,0.555,9.415,17,0.607119059580275,53.958964783970046,0.012534977882275875,0.871900514406326,0.2179751286015815
SCBI,44,60,66.6373218917282,37.83483605350597,7.003333333333334,6.701199175864684,0.555,9.415,17,0.607119059580275,53.958964783970046,0.012534977882275875,0.871900514406326,0.2179751286015815
SCBI,44,100,53.963692490227,37.83483605350597,7.003333333333334,6.701199175864684,0.555,9.415,17,0.607119059580275,53.958964783970046,0.012534977882275875,0.871900514406326,0.2179751286015815
SCBI,45,35,135.222918769817,37.045886817354166,6.49,5.448216086110153,0.46499999999999997,7.85,16.75,0.679072876770229,50.9318393728124,0.01019120105894155,0.7780556904000197,0.1945139226000049
SCBI,45,60,67.6269019936434,37.045886817354166,6.49,5.448216086110153,0.46499999999999997,7.85,16.75,0.679072876770229,50.9318393728124,0.01019120105894155,0.7780556904000197,0.1945139226000049
SCBI,45,100,52.3731779147781,37.045886817354166,6.49,5.448216086110153,0.46499999999999997,7.85,16.75,0.679072876770229,50.9318393728124,0.01019120105894155,0.7780556904000197,0.1945139226000049
SCBI,46,35,134.510892130209,34.97419157972847,6.746666666666667,5.952512540450053,0.575,8.575,14.85,0.639405330518363,53.3585211991751,0.011134516536569496,0.8158260421242426,0.20395651053106065
SCBI,46,60,65.459471626087307,34.97419157972847,6.746666666666667,5.952512540450053,0.575,8.575,14.85,0.639405330518363,53.3585211991751,0.011134516536569496,0.8158260421242426,0.20395651053106065
SCBI,46,100,56.0442643871662,34.97419157972847,6.746666666666667,5.952512540450053,0.575,8.575,14.85,0.639405330518363,53.3585211991751,0.011134516536569496,0.8158260421242426,0.20395651053106065
SCBI,49,35,100.958724130895,38.7011176571194,5.68,6.66841160550936,0.78,12.735,16.25,0.632018654720083,56.7492576033371,0.012473646849063522,0.8694448198365035,0.21736120495912586
SCBI,49,60,67.5377218055444,38.7011176571194,5.68,6.66841160550936,0.78,12.735,16.25,0.632018654720083,56.7492576033371,0.012473646849063522,0.8694448198365035,0.21736120495912586
SCBI,49,100,57.4741920277438,38.7011176571194,5.68,6.66841160550936,0.78,12.735,16.25,0.632018654720083,56.7492576033371,0.012473646849063522,0.8694448198365035,0.21736120495912586
SCBI,6,35,118.038525092599,29.804879176512532,7.21,3.42862176463235,0.365,4.405,12.05,0.906742716691975,44.39050308022425,0.006413433903165637,0.6267938934827522,0.15669847337068804
SCBI,6,60,79.5433917853021,29.804879176512532,7.21,3.42862176463235,0.365,4.405,12.05,0.906742716691975,44.39050308022425,0.006413433903165637,0.6267938934827522,0.15669847337068804
SCBI,6,100,55.9514342737086,29.804879176512532,7.21,3.42862176463235,0.365,4.405,12.05,0.906742716691975,44.39050308022425,0.006413433903165637,0.6267938934827522,0.15669847337068804
SCBI,7,35,124.768799339741,30.49148284067943,6.956666666666667,4.457654998139651,0.375,4.970000000000001,13.149999999999999,0.585731216339143,44.4052234091521,0.008338299659819772,0.7038655183791837,0.1759663795947959
SCBI,7,60,66.1321857814042,30.49148284067943,6.956666666666667,4.457654998139651,0.375,4.970000000000001,13.149999999999999,0.585731216339143,44.4052234091521,0.008338299659819772,0.7038655183791837,0.1759663795947959
SCBI,7,100,49.4204347648558,30.49148284067943,6.956666666666667,4.457654998139651,0.375,4.970000000000001,13.149999999999999,0.585731216339143,44.4052234091521,0.008338299659819772,0.7038655183791837,0.1759663795947959
SCBI,8,35,112.64825318205,31.63953998413885,7.08,4.057810723509005,0.395,4.85,12.2,0.720676592134163,43.71796059705855,0.007590367982620658,0.6739183340241311,0.1684795835060328
SCBI,8,60,57.5961835535548,31.63953998413885,7.08,4.057810723509005,0.395,4.85,12.2,0.720676592134163,43.71796059705855,0.007590367982620658,0.6739183340241311,0.1684795835060328
SCBI,8,100,61.9914836018281,31.63953998413885,7.08,4.057810723509005,0.395,4.85,12.2,0.720676592134163,43.71796059705855,0.007590367982620658,0.6739183340241311,0.1684795835060328
